"","GSM4103849","GSM4103850","GSM4103851","GSM4103852","GSM4103853","GSM4103854","GSM4103855","GSM4103856","GSM4103857","GSM4103858","GSM4103859","GSM4103860","GSM4103861","GSM4103862","GSM4103863","GSM4103864","GSM4103865","GSM4103866","GSM4103867","GSM4103868","GSM4103869","GSM4103870","GSM4103871","GSM4103872","GSM4103873","GSM4103874","GSM4103875","GSM4103876","GSM4103877","GSM4103878","GSM4103879","GSM4103880","GSM4103881","GSM4103882","GSM4103883","GSM4103884"
"GSM4103849",1,0.97750199893014,0.978861981575472,0.972542979847439,0.956721346345417,0.978092061302564,0.976769595309337,0.979344061813179,0.97620223089058,0.975108936346521,0.971107195032394,0.951012464726637,0.962587773307426,0.973485096545518,0.974063253983464,0.972353845442419,0.980397265517858,0.97943056563611,0.973558075195033,0.979333080148728,0.970804125363972,0.976993285432635,0.971688730418018,0.973748798081405,0.969352845085331,0.96473040177635,0.974983042001007,0.964909365924143,0.970361573278659,0.96753156786544,0.958638201873004,0.964617801972246,0.973578335391748,0.974670564194134,0.974291199666463,0.974082353875227
"GSM4103850",0.97750199893014,1,0.985914808799593,0.968645376500539,0.958221768969802,0.975614963138735,0.978225982406967,0.976099931361334,0.981126769217033,0.979243323516898,0.972861576311278,0.941912823727813,0.968417122909146,0.985216534891097,0.980478432434014,0.974309092068375,0.984058500742226,0.977959275438213,0.98380537554636,0.982704794050282,0.970533895695375,0.977197325409173,0.974974437960717,0.979887412877191,0.966616240065672,0.968319852328958,0.98265985191018,0.966233427328525,0.97855212650803,0.976348053159215,0.959177749066068,0.9658627665381,0.98393345583216,0.976509999855148,0.976708890480015,0.985131943749969
"GSM4103851",0.978861981575472,0.985914808799593,1,0.974688015553748,0.961054055078252,0.977049846867779,0.980147150993484,0.98032989252012,0.976257095428163,0.978985760980814,0.97384459268898,0.946769875593129,0.971121283958918,0.988099362418199,0.979009276238622,0.978365633889843,0.983947691901657,0.980756047370907,0.980823774185803,0.985977078730814,0.973689929641328,0.982377128633904,0.976785133012852,0.977134773343205,0.971592602958466,0.971084031774997,0.983392495850516,0.957716336564818,0.976658345310434,0.972260712823891,0.959291038524891,0.965140854265992,0.979730800666378,0.969894563447407,0.975939991928864,0.981149097408502
"GSM4103852",0.972542979847439,0.968645376500539,0.974688015553748,1,0.968422117649035,0.981265901017819,0.98203041340174,0.980176079158546,0.970860038916383,0.974440908486917,0.97907169411248,0.967535910455759,0.969441608044956,0.964353486680974,0.970755212874721,0.978891998101324,0.968430562948141,0.973189131042709,0.956049568095923,0.972788191217783,0.975399032693715,0.978468725991066,0.968132999959892,0.964419941534979,0.978651058034864,0.974834704396927,0.968298511524562,0.949443825939447,0.953812993291915,0.954511789419557,0.972277698732096,0.967446128141679,0.961237540815926,0.959251124155393,0.970387508246595,0.963487291020941
"GSM4103853",0.956721346345417,0.958221768969802,0.961054055078252,0.968422117649035,1,0.965341789430951,0.969785712057336,0.968759778232828,0.961217823865647,0.967795760905222,0.967622557723604,0.96451997944119,0.973747786944647,0.954390864774617,0.96314601620252,0.966741899528912,0.958604864986879,0.961754788011623,0.939652605832008,0.961889056698859,0.962962398210214,0.966068429078147,0.95867390450622,0.954936820867926,0.970817565925021,0.969883648166327,0.956292270504064,0.947823651021629,0.939728212525745,0.950780175709016,0.968920500447816,0.960067720398374,0.949208994388119,0.95095865665652,0.96307295095684,0.949318275997812
"GSM4103854",0.978092061302564,0.975614963138735,0.977049846867779,0.981265901017819,0.965341789430951,1,0.985417128438929,0.983300760878752,0.982379949177909,0.978880670957491,0.981275781689704,0.963153292369887,0.966761821137672,0.970652229296808,0.977676579511503,0.977950473471991,0.977233819974966,0.972165159197624,0.967365037000596,0.973871717656805,0.973810763282878,0.976873813479174,0.973665269501158,0.97298264259742,0.976730291983024,0.974486552162996,0.976696544339607,0.963245519546505,0.967960893448084,0.966488039867616,0.969357894825038,0.970899499297704,0.972108572542832,0.9700025987076,0.975321791246487,0.973083311271778
"GSM4103855",0.976769595309337,0.978225982406967,0.980147150993484,0.98203041340174,0.969785712057336,0.985417128438929,1,0.981613218635936,0.980462033044179,0.981652227257427,0.982459038428684,0.964522671676104,0.970945500562129,0.977040473246317,0.980224224638645,0.979897321450624,0.978338701917829,0.974970098302871,0.969098711578829,0.978851762269763,0.975142650730962,0.97775585532313,0.973678326073271,0.975304441797745,0.97767164246342,0.979776776028001,0.979289778118813,0.964073922933694,0.969901739575331,0.968596084770305,0.973457159267116,0.971462637020437,0.974073080056831,0.970342906428738,0.97825030552145,0.974456836077964
"GSM4103856",0.979344061813179,0.976099931361334,0.98032989252012,0.980176079158546,0.968759778232828,0.983300760878752,0.981613218635936,1,0.978448805257459,0.979887940361278,0.977946011254999,0.962786394783622,0.973636057107793,0.972487846144635,0.977254871356335,0.980319336319652,0.979388386390098,0.975743245902832,0.965942829598381,0.977053600174917,0.975552019920014,0.980269360987743,0.973663705577054,0.970604458205564,0.97875288941391,0.970715556874642,0.973348880308703,0.958673041223204,0.963033573693234,0.96420439028183,0.966297041051594,0.96758960920988,0.968349171363098,0.967350519354029,0.974106973705085,0.971715767925422
"GSM4103857",0.97620223089058,0.981126769217033,0.976257095428163,0.970860038916383,0.961217823865647,0.982379949177909,0.980462033044179,0.978448805257459,1,0.979825313000339,0.976936326166502,0.953697824855705,0.967077640606578,0.974486245119394,0.980859284273281,0.976211144854969,0.979619680735191,0.970168394437882,0.972679466804197,0.973560275328053,0.969590171809444,0.973716666141657,0.975122105806638,0.97758408980293,0.967613391980327,0.96854924136076,0.97824534439568,0.97193888352953,0.972607188267749,0.974039998317439,0.963588499664146,0.972618991391476,0.977341113317898,0.976291692039463,0.974710790540866,0.97913772010726
"GSM4103858",0.975108936346521,0.979243323516898,0.978985760980814,0.974440908486917,0.967795760905222,0.978880670957491,0.981652227257427,0.979887940361278,0.979825313000339,1,0.979426001342746,0.961112567667287,0.975279296253618,0.977431545767729,0.98119421383286,0.981089764979775,0.978635346012983,0.976635168361958,0.970324031924297,0.978231637058684,0.974709612248004,0.979193921442573,0.974126499175191,0.976669327740406,0.974043925876382,0.973727147350812,0.976735576374624,0.96459811791969,0.97035356183658,0.97022308591932,0.968326300079216,0.971699349012339,0.975233767831544,0.969940120027195,0.975229312984297,0.975801955148029
"GSM4103859",0.971107195032394,0.972861576311278,0.97384459268898,0.97907169411248,0.967622557723604,0.981275781689704,0.982459038428684,0.977946011254999,0.976936326166502,0.979426001342746,1,0.969151102163215,0.971412327215279,0.968975011669719,0.978593720300958,0.979339927689939,0.971646572425834,0.97269831319504,0.96225081708277,0.973079828561483,0.976571981368312,0.9765333665575,0.969712945034488,0.97178265052563,0.976700016940711,0.977353123328061,0.974042602278948,0.959673330753136,0.962611328471343,0.962890435175108,0.974617749909953,0.973869337920954,0.968207392314249,0.9658379581423,0.97475278600256,0.9697124650599
"GSM4103860",0.951012464726637,0.941912823727813,0.946769875593129,0.967535910455759,0.96451997944119,0.963153292369887,0.964522671676104,0.962786394783622,0.953697824855705,0.961112567667287,0.969151102163215,1,0.959764771480359,0.936527282794042,0.956330502236337,0.962763641252695,0.945375491893376,0.951672091243283,0.923517449340029,0.950836287041756,0.961627286735157,0.957754487537931,0.94426530309831,0.945467194281096,0.966195888642749,0.966439836546898,0.945298734458509,0.941611007417158,0.927044121485958,0.934896104005293,0.970091586941787,0.957724516353077,0.93282217105198,0.94115570509716,0.955111891656203,0.936762776524541
"GSM4103861",0.962587773307426,0.968417122909146,0.971121283958918,0.969441608044956,0.973747786944647,0.966761821137672,0.970945500562129,0.973636057107793,0.967077640606578,0.975279296253618,0.971412327215279,0.959764771480359,1,0.967279806094694,0.971770166820901,0.976799124907216,0.967606466873327,0.969600800520643,0.954496369036556,0.968709572525816,0.969532243373758,0.975403807618221,0.968617092676314,0.963840722074611,0.973274057488621,0.970531718589811,0.963481924792233,0.952702433392112,0.951083988585582,0.96067741622471,0.967686189013956,0.965009104538839,0.961178093905301,0.958546634899438,0.968097976167371,0.962352147044977
"GSM4103862",0.973485096545518,0.985216534891097,0.988099362418199,0.964353486680974,0.954390864774617,0.970652229296808,0.977040473246317,0.972487846144635,0.974486245119394,0.977431545767729,0.968975011669719,0.936527282794042,0.967279806094694,1,0.978222845394911,0.972925516423942,0.983806537549613,0.9752980030955,0.983575999632023,0.98309402636664,0.966233529365089,0.974929911183364,0.97520500721821,0.977826986816447,0.965051458198814,0.968527069003997,0.984771824457615,0.96201441083581,0.983626170697055,0.977156058061751,0.953234460708875,0.962429484112847,0.984111408735601,0.97112773203996,0.975637031071869,0.983727213193444
"GSM4103863",0.974063253983464,0.980478432434014,0.979009276238622,0.970755212874721,0.96314601620252,0.977676579511503,0.980224224638645,0.977254871356335,0.980859284273281,0.98119421383286,0.978593720300958,0.956330502236337,0.971770166820901,0.978222845394911,1,0.980476690747479,0.982073698014004,0.974272373146228,0.973247919241608,0.977197293409087,0.972830635311263,0.97567923077624,0.972643884286088,0.977692305059407,0.970693499983195,0.974126962155472,0.978933407266371,0.967888503679866,0.973657650459182,0.972218013312609,0.966242191804652,0.973290427724425,0.977883412959678,0.97445780088221,0.978363933714471,0.978787089982633
"GSM4103864",0.972353845442419,0.974309092068375,0.978365633889843,0.978891998101324,0.966741899528912,0.977950473471991,0.979897321450624,0.980319336319652,0.976211144854969,0.981089764979775,0.979339927689939,0.962763641252695,0.976799124907216,0.972925516423942,0.980476690747479,1,0.975104454840174,0.975283378883789,0.964767077957424,0.974844099894801,0.976410727908457,0.980302441051941,0.974660722351258,0.973034529486211,0.975669030338867,0.974253366518318,0.973337903426015,0.957066888245358,0.963837759198667,0.96474107048864,0.968940502965201,0.973219819469703,0.970435003192162,0.966035038384307,0.973544600149091,0.972206320164811
"GSM4103865",0.980397265517858,0.984058500742226,0.983947691901657,0.968430562948141,0.958604864986879,0.977233819974966,0.978338701917829,0.979388386390098,0.979619680735191,0.978635346012983,0.971646572425834,0.945375491893376,0.967606466873327,0.983806537549613,0.982073698014004,0.975104454840174,1,0.975607163948336,0.980293987876565,0.980710964928808,0.968324657101518,0.974978513231646,0.973675973674911,0.977284972521944,0.969005610798507,0.967435443924677,0.980162726527311,0.966464970839859,0.976937398163995,0.973610223673761,0.956750720257828,0.96499707368647,0.979316119435242,0.976215197699634,0.977434379812054,0.981105652258101
"GSM4103866",0.97943056563611,0.977959275438213,0.980756047370907,0.973189131042709,0.961754788011623,0.972165159197624,0.974970098302871,0.975743245902832,0.970168394437882,0.976635168361958,0.97269831319504,0.951672091243283,0.969600800520643,0.9752980030955,0.974272373146228,0.975283378883789,0.975607163948336,1,0.974880944739766,0.983317566997075,0.974916561618565,0.98351397857089,0.970441977081395,0.97594084383375,0.974213471636304,0.97118088328876,0.974286736973142,0.956534989035213,0.967686479322799,0.964580383900431,0.963634000276127,0.967568421886731,0.973495669418086,0.969135600893533,0.973870011533668,0.973910998086109
"GSM4103867",0.973558075195033,0.98380537554636,0.980823774185803,0.956049568095923,0.939652605832008,0.967365037000596,0.969098711578829,0.965942829598381,0.972679466804197,0.970324031924297,0.96225081708277,0.923517449340029,0.954496369036556,0.983575999632023,0.973247919241608,0.964767077957424,0.980293987876565,0.974880944739766,1,0.979573549159962,0.962709688220444,0.972026045706866,0.972346851169414,0.978744228012028,0.956492312923873,0.958826156065746,0.981237977931834,0.961318094510776,0.984641839295013,0.974787683763531,0.944222882837471,0.958807742558669,0.987008906168396,0.973766554754961,0.970671367424258,0.984519149376797
"GSM4103868",0.979333080148728,0.982704794050282,0.985977078730814,0.972788191217783,0.961889056698859,0.973871717656805,0.978851762269763,0.977053600174917,0.973560275328053,0.978231637058684,0.973079828561483,0.950836287041756,0.968709572525816,0.98309402636664,0.977197293409087,0.974844099894801,0.980710964928808,0.983317566997075,0.979573549159962,1,0.97391198800261,0.981420402027293,0.9754453051778,0.979145320288273,0.972101065828944,0.973283714304749,0.982523904958366,0.961527084295887,0.97618243096623,0.97320229041168,0.961034804762199,0.966295149198136,0.978262483894973,0.970139604506653,0.977260711802543,0.97974824838535
"GSM4103869",0.970804125363972,0.970533895695375,0.973689929641328,0.975399032693715,0.962962398210214,0.973810763282878,0.975142650730962,0.975552019920014,0.969590171809444,0.974709612248004,0.976571981368312,0.961627286735157,0.969532243373758,0.966233529365089,0.972830635311263,0.976410727908457,0.968324657101518,0.974916561618565,0.962709688220444,0.97391198800261,1,0.977385866058684,0.96997724713659,0.972336015972724,0.974823546817325,0.973054439457871,0.970125757353555,0.956337637818269,0.95863112281083,0.959834435982177,0.969751794117417,0.970952243133992,0.964862882946819,0.964892751459486,0.973729066725981,0.969293831969373
"GSM4103870",0.976993285432635,0.977197325409173,0.982377128633904,0.978468725991066,0.966068429078147,0.976873813479174,0.97775585532313,0.980269360987743,0.973716666141657,0.979193921442573,0.9765333665575,0.957754487537931,0.975403807618221,0.974929911183364,0.97567923077624,0.980302441051941,0.974978513231646,0.98351397857089,0.972026045706866,0.981420402027293,0.977385866058684,1,0.973990088954287,0.974239734413742,0.977340533169797,0.972921396298136,0.974620756350666,0.953896453861377,0.964613726793843,0.962965080234523,0.966474393725637,0.970383417753943,0.9727195139114,0.965594911412685,0.973082964103642,0.973854700130324
"GSM4103871",0.971688730418018,0.974974437960717,0.976785133012852,0.968132999959892,0.95867390450622,0.973665269501158,0.973678326073271,0.973663705577054,0.975122105806638,0.974126499175191,0.969712945034488,0.94426530309831,0.968617092676314,0.97520500721821,0.972643884286088,0.974660722351258,0.973675973674911,0.970441977081395,0.972346851169414,0.9754453051778,0.96997724713659,0.973990088954287,1,0.97584766422571,0.96744373408299,0.967755101454374,0.979298194010858,0.964255826755959,0.972759798188299,0.976966195331175,0.956130817627531,0.970614187972759,0.977050756977218,0.970538885686922,0.973378640327011,0.977105995018431
"GSM4103872",0.973748798081405,0.979887412877191,0.977134773343205,0.964419941534979,0.954936820867926,0.97298264259742,0.975304441797745,0.970604458205564,0.97758408980293,0.976669327740406,0.97178265052563,0.945467194281096,0.963840722074611,0.977826986816447,0.977692305059407,0.973034529486211,0.977284972521944,0.97594084383375,0.978744228012028,0.979145320288273,0.972336015972724,0.974239734413742,0.97584766422571,1,0.967206895041337,0.972009820937356,0.981860970655175,0.969526193985883,0.977673663139869,0.975286492540259,0.961149216931767,0.971846862434515,0.980596574470891,0.976734695848322,0.978333199116414,0.982543736154322
"GSM4103873",0.969352845085331,0.966616240065672,0.971592602958466,0.978651058034864,0.970817565925021,0.976730291983024,0.97767164246342,0.97875288941391,0.967613391980327,0.974043925876382,0.976700016940711,0.966195888642749,0.973274057488621,0.965051458198814,0.970693499983195,0.975669030338867,0.969005610798507,0.974213471636304,0.956492312923873,0.972101065828944,0.974823546817325,0.977340533169797,0.96744373408299,0.967206895041337,1,0.977310588906062,0.966242959764162,0.952962801845601,0.953940599819722,0.955935294875409,0.97169042295874,0.969181576615699,0.960756455526704,0.959914155251558,0.973798582906017,0.963762062723559
"GSM4103874",0.96473040177635,0.968319852328958,0.971084031774997,0.974834704396927,0.969883648166327,0.974486552162996,0.979776776028001,0.970715556874642,0.96854924136076,0.973727147350812,0.977353123328061,0.966439836546898,0.970531718589811,0.968527069003997,0.974126962155472,0.974253366518318,0.967435443924677,0.97118088328876,0.958826156065746,0.973283714304749,0.973054439457871,0.972921396298136,0.967755101454374,0.972009820937356,0.977310588906062,1,0.973736057283671,0.959899372275561,0.961449835558237,0.96273480518983,0.974450369362527,0.970741718382296,0.965437595086448,0.963340022011941,0.976534008904206,0.966914963701439
"GSM4103875",0.974983042001007,0.98265985191018,0.983392495850516,0.968298511524562,0.956292270504064,0.976696544339607,0.979289778118813,0.973348880308703,0.97824534439568,0.976735576374624,0.974042602278948,0.945298734458509,0.963481924792233,0.984771824457615,0.978933407266371,0.973337903426015,0.980162726527311,0.974286736973142,0.981237977931834,0.982523904958366,0.970125757353555,0.974620756350666,0.979298194010858,0.981860970655175,0.966242959764162,0.973736057283671,1,0.967017105794399,0.9840924499809,0.97938237302933,0.957905922292527,0.968079837890079,0.984741478370179,0.976070017584327,0.978045457210324,0.984270659584092
"GSM4103876",0.964909365924143,0.966233427328525,0.957716336564818,0.949443825939447,0.947823651021629,0.963245519546505,0.964073922933694,0.958673041223204,0.97193888352953,0.96459811791969,0.959673330753136,0.941611007417158,0.952702433392112,0.96201441083581,0.967888503679866,0.957066888245358,0.966464970839859,0.956534989035213,0.961318094510776,0.961527084295887,0.956337637818269,0.953896453861377,0.964255826755959,0.969526193985883,0.952962801845601,0.959899372275561,0.967017105794399,1,0.967169014667745,0.97359780615253,0.953688425635201,0.962170125992267,0.968348299708528,0.973722794557372,0.970047603495456,0.967025099690711
"GSM4103877",0.970361573278659,0.97855212650803,0.976658345310434,0.953812993291915,0.939728212525745,0.967960893448084,0.969901739575331,0.963033573693234,0.972607188267749,0.97035356183658,0.962611328471343,0.927044121485958,0.951083988585582,0.983626170697055,0.973657650459182,0.963837759198667,0.976937398163995,0.967686479322799,0.984641839295013,0.97618243096623,0.95863112281083,0.964613726793843,0.972759798188299,0.977673663139869,0.953940599819722,0.961449835558237,0.9840924499809,0.967169014667745,1,0.980076960730505,0.94348357622729,0.959293253896506,0.986337207035296,0.972924036783139,0.970464159439644,0.982381885151089
"GSM4103878",0.96753156786544,0.976348053159215,0.972260712823891,0.954511789419557,0.950780175709016,0.966488039867616,0.968596084770305,0.96420439028183,0.974039998317439,0.97022308591932,0.962890435175108,0.934896104005293,0.96067741622471,0.977156058061751,0.972218013312609,0.96474107048864,0.973610223673761,0.964580383900431,0.974787683763531,0.97320229041168,0.959834435982177,0.962965080234523,0.976966195331175,0.975286492540259,0.955935294875409,0.96273480518983,0.97938237302933,0.97359780615253,0.980076960730505,1,0.952745475175516,0.962917687757291,0.98076029754449,0.975057314996968,0.970814582116365,0.976659740004771
"GSM4103879",0.958638201873004,0.959177749066068,0.959291038524891,0.972277698732096,0.968920500447816,0.969357894825038,0.973457159267116,0.966297041051594,0.963588499664146,0.968326300079216,0.974617749909953,0.970091586941787,0.967686189013956,0.953234460708875,0.966242191804652,0.968940502965201,0.956750720257828,0.963634000276127,0.944222882837471,0.961034804762199,0.969751794117417,0.966474393725637,0.956130817627531,0.961149216931767,0.97169042295874,0.974450369362527,0.957905922292527,0.953688425635201,0.94348357622729,0.952745475175516,1,0.96581426138389,0.952561262162066,0.957065929339229,0.96793380345821,0.95398880633278
"GSM4103880",0.964617801972246,0.9658627665381,0.965140854265992,0.967446128141679,0.960067720398374,0.970899499297704,0.971462637020437,0.96758960920988,0.972618991391476,0.971699349012339,0.973869337920954,0.957724516353077,0.965009104538839,0.962429484112847,0.973290427724425,0.973219819469703,0.96499707368647,0.967568421886731,0.958807742558669,0.966295149198136,0.970952243133992,0.970383417753943,0.970614187972759,0.971846862434515,0.969181576615699,0.970741718382296,0.968079837890079,0.962170125992267,0.959293253896506,0.962917687757291,0.96581426138389,1,0.96630686055082,0.966550550219625,0.972927173573638,0.968114505184026
"GSM4103881",0.973578335391748,0.98393345583216,0.979730800666378,0.961237540815926,0.949208994388119,0.972108572542832,0.974073080056831,0.968349171363098,0.977341113317898,0.975233767831544,0.968207392314249,0.93282217105198,0.961178093905301,0.984111408735601,0.977883412959678,0.970435003192162,0.979316119435242,0.973495669418086,0.987008906168396,0.978262483894973,0.964862882946819,0.9727195139114,0.977050756977218,0.980596574470891,0.960756455526704,0.965437595086448,0.984741478370179,0.968348299708528,0.986337207035296,0.98076029754449,0.952561262162066,0.96630686055082,1,0.97804544841348,0.974735020305791,0.985026686374345
"GSM4103882",0.974670564194134,0.976509999855148,0.969894563447407,0.959251124155393,0.95095865665652,0.9700025987076,0.970342906428738,0.967350519354029,0.976291692039463,0.969940120027195,0.9658379581423,0.94115570509716,0.958546634899438,0.97112773203996,0.97445780088221,0.966035038384307,0.976215197699634,0.969135600893533,0.973766554754961,0.970139604506653,0.964892751459486,0.965594911412685,0.970538885686922,0.976734695848322,0.959914155251558,0.963340022011941,0.976070017584327,0.973722794557372,0.972924036783139,0.975057314996968,0.957065929339229,0.966550550219625,0.97804544841348,1,0.976448089199693,0.977684216346103
"GSM4103883",0.974291199666463,0.976708890480015,0.975939991928864,0.970387508246595,0.96307295095684,0.975321791246487,0.97825030552145,0.974106973705085,0.974710790540866,0.975229312984297,0.97475278600256,0.955111891656203,0.968097976167371,0.975637031071869,0.978363933714471,0.973544600149091,0.977434379812054,0.973870011533668,0.970671367424258,0.977260711802543,0.973729066725981,0.973082964103642,0.973378640327011,0.978333199116414,0.973798582906017,0.976534008904206,0.978045457210324,0.970047603495456,0.970464159439644,0.970814582116365,0.96793380345821,0.972927173573638,0.974735020305791,0.976448089199693,1,0.977764237076851
"GSM4103884",0.974082353875227,0.985131943749969,0.981149097408502,0.963487291020941,0.949318275997812,0.973083311271778,0.974456836077964,0.971715767925422,0.97913772010726,0.975801955148029,0.9697124650599,0.936762776524541,0.962352147044977,0.983727213193444,0.978787089982633,0.972206320164811,0.981105652258101,0.973910998086109,0.984519149376797,0.97974824838535,0.969293831969373,0.973854700130324,0.977105995018431,0.982543736154322,0.963762062723559,0.966914963701439,0.984270659584092,0.967025099690711,0.982381885151089,0.976659740004771,0.95398880633278,0.968114505184026,0.985026686374345,0.977684216346103,0.977764237076851,1
